kjv,gist,root,type,meaning,kjgv,original,morph
,son,בֵּן|ben,m,son,[בֵּנִ]ים|[ben]im|[sons],בָּנִ֖ים,Hmp
,daughter,בֵּנָה|benah,f,daughter,"וּ[בֵּנ]וֹת׃ס|u[ben]ot|and [daughters]",וּבָנֽוֹת׃ס,Hfp
"Gen 11:22 א: And Serug lived thirty years,",,,,,,,,
,live,חָי|chai,V,live,"וַיִ[חִי]|vaiyi[chi]|and he [live]",וַיְחִ֥י,HViSA3ms
,Serug,שְׂרוּג|serug,M,"Serug (is entwined)","[שְׂרוּג]|[serug]|[Serug] (is entwined)",שְׂר֖וּג,M
,thirty,שְׁלוֹשִׁים|sheloshim,b,"thirty (30)","[שְׁלֹשִׁים]|[sheloshim]|[thirty] (30)",שְׁלֹשִׁ֣ים,Hbp
,year,שְׁנָה|shenah,f,year,[שְׁנָה]|[shenah]|[year],שָׁנָ֑ה,Hfs
"Gen 11:22 ב: and begat Nahor:",,,,,,,,
,beget,יָלֹד|yalod,V,bear,"וַ[יוֹלִד]|vai[yolid]|and he do [bear]",וַיּ֖וֹלֶד,HViCA3ms
,,אֵת|et,,even,[אֵת]־|[et]|[even],אֶת־,H
,Nahor,נָחוֹר|nachor,M,"Nahor (snort)","[נָחוֹר]׃|[nachor]|[Nahor] (snort)",נָחֽוֹר׃,M
"Gen 11:23 א: And Serug lived after he begat Nahor",,,,,,,,
,live,חָי|chai,V,live,"וַיִ[חִי]|vaiyi[chi]|and he [live]",וַיְחִ֣י,HViSA3ms
,Serug,שְׂרוּג|serug,M,"Serug (is entwined)","[שְׂרוּג]|[serug]|[Serug] (is entwined)",שְׂר֗וּג,M
,after,אַחֲר|achar,,after,[אַחֲרֵ]י|[achar]ei|[after],אַחֲרֵ֛י,Hmp
,beget,יָלֹד|yalod,V,bear,"הוֹ[לִיד]וֹ|ho[lid]o|do [bear] him",הוֹלִיד֥וֹ,HVcCA
,,אֵת|et,,even,[אֵת]־|[et]|[even],אֶת־,H
,Nahor,נָחוֹר|nachor,M,"Nahor (snort)","[נָחוֹר]|[nachor]|[Nahor] (snort)",נָח֖וֹר,M
"Gen 11:23 ב: two hundred years,",,,,,,,,
,"two hundred",מָאתַיִם|mataiyim,b,"two hundred (200)","[מָאתַיִם]|[mataiyim]|[two] [hundred] (200)",מָאתַ֣יִם,Hbd
,year,שְׁנָה|shenah,f,year,[שְׁנָה]|[shenah]|[year],שָׁנָ֑ה,Hfs
"Gen 11:23 ג: and begat sons and daughters.",,,,,,,,
,beget,יָלֹד|yalod,V,bear,"וַ[יוֹלִד]|vai[yolid]|and he do [bear]",וַיּ֥וֹלֶד,HViCA3ms
,son,בֵּן|ben,m,son,[בֵּנִ]ים|[ben]im|[sons],בָּנִ֖ים,Hmp
,daughter,בֵּנָה|benah,f,daughter,"וּ[בֵּנ]וֹת׃ס|u[ben]ot|and [daughters]",וּבָנֽוֹת׃ס,Hfp
"Gen 11:24 א: And Nahor lived nine and twenty years,",,,,,,,,
,live,חָי|chai,V,live,"וַיִ[חִי]|vaiyi[chi]|and he [live]",וַיְחִ֣י,HViSA3ms
,Nahor,נָחוֹר|nachor,M,"Nahor (snort)","[נָחוֹר]|[nachor]|[Nahor] (snort)",נָח֔וֹר,M
,nine,תִשְׁעָה|tishah,f,"nine (9)","[תִשְׁע]|[tishea]|[nine] (9)",תֵּ֥שַׁע,Hfs
,twenty,עֶשְׂרִים|esrim,b,"twenty (20)","וְ[עֶשְׂרִים]|ve[esrim]|and [twenty] (20)",וְעֶשְׂרִ֖ים,Hbp
,year,שְׁנָה|shenah,f,year,[שְׁנָה]|[shenah]|[year],שָׁנָ֑ה,Hfs
"Gen 11:24 ב: and begat Terah:",,,,,,,,
,beget,יָלֹד|yalod,V,bear,"וַ[יוֹלִד]|vai[yolid]|and he do [bear]",וַיּ֖וֹלֶד,HViCA3ms
,,אֵת|et,,even,[אֵת]־|[et]|[even],אֶת־,H
,Terah,תֶרַח|terach,M,"Terah (you smell)","[תֶרַח]׃|[terach]|[Terah] (you smell)",תָּֽרַח׃,M
"Gen 11:25 א: And Nahor lived after he begat Terah",,,,,,,,
,live,חָי|chai,V,live,"וַיִ[חִי]|vaiyi[chi]|and he [live]",וַיְחִ֣י,HViSA3ms
,Nahor,נָחוֹר|nachor,M,"Nahor (snort)","[נָחוֹר]|[nachor]|[Nahor] (snort)",נָח֗וֹר,M
,after,אַחֲר|achar,,after,[אַחֲרֵ]י|[achar]ei|[after],אַחֲרֵי֙,Hmp
,beget,יָלֹד|yalod,V,bear,"הוֹ[לִיד]וֹ|ho[lid]o|do [bear] him",הוֹלִיד֣וֹ,HVcCA
,,אֵת|et,,even,[אֵת]־|[et]|[even],אֶת־,H
,Terah,תֶרַח|terach,M,"Terah (you smell)","[תֶרַח]|[terach]|[Terah] (you smell)",תֶּ֔רַח,M
"Gen 11:25 ב: an hundred and nineteen years,",,,,,,,,
,nine,תִשְׁעָה|tishah,f,"nine (9)","[תִשְׁע]־|[tishea]|[nine] (9)",תְּשַֽׁע־,Hfs
,ten,עֶשֵׂר|eser,f,"ten (10)","[עֶשְׂרָה]|[esrah]|[ten] (10)",עֶשְׂרֵ֥ה,Hfs
,year,שְׁנָה|shenah,f,year,[שְׁנָה]|[shenah]|[year],שָׁנָ֖ה,Hfs
,hundred,מֵאָה|meah,b,"hundred (100)","וּ[מֵאַ]ת|u[mea]t|and [hundred] (100)",וּמְאַ֣ת,Hbs
,,שְׁנָה|shenah,f,year,[שְׁנָה]|[shenah]|[year],שָׁנָ֑ה,Hfs
"Gen 11:25 ג: and begat sons and daughters.",,,,,,,,
,beget,יָלֹד|yalod,V,bear,"וַ[יוֹלִד]|vai[yolid]|and he do [bear]",וַיּ֥וֹלֶד,HViCA3ms
,son,בֵּן|ben,m,son,[בֵּנִ]ים|[ben]im|[sons],בָּנִ֖ים,Hmp
,daughter,בֵּנָה|benah,f,daughter,"וּ[בֵּנ]וֹת׃ס|u[ben]ot|and [daughters]",וּבָנֽוֹת׃ס,Hfp
"Gen 11:26 א: And Terah lived seventy years,",,,,,,,,
,live,חָי|chai,V,live,"וַיִ[חִי]־|vaiyi[chi]|and he [live]",וַֽיְחִי־,HViSA3ms
,Terah,תֶרַח|terach,M,"Terah (you smell)","[תֶרַח]|[terach]|[Terah] (you smell)",תֶ֖רַח,M
,seventy,שִׁבְעִים|shivim,b,"seventy (70)","[שִׁבְעִים]|[shivim]|[seventy] (70)",שִׁבְעִ֣ים,Hbp
,year,שְׁנָה|shenah,f,year,[שְׁנָה]|[shenah]|[year],שָׁנָ֑ה,Hfs
"Gen 11:26 ב: and begat Abram,",,,,,,,,
,beget,יָלֹד|yalod,V,bear,"וַ[יוֹלִד]|vai[yolid]|and he do [bear]",וַיּ֨וֹלֶד֙,HViCA3ms
,,אֵת|et,,even,[אֵת]־|[et]|[even],אֶת־,H
,Abram,אַבְרָם|avram,M,"Abram (father lifted up)","[אַבְרָם]|[avram]|[Abram] (father lifted up)",אַבְרָ֔ם,M
"Gen 11:26 ג: Nahor,",,,,,,,,
,,אֵת|et,,even,[אֵת]־|[et]|[even],אֶת־,H
,Nahor,נָחוֹר|nachor,M,"Nahor (snort)","[נָחוֹר]|[nachor]|[Nahor] (snort)",נָח֖וֹר,M
"Gen 11:26 ד: and Haran.",,,,,,,,
,and,אֵת|et,,even,"וְ[אֵת]־|ve[et]|and [even]",וְאֶת־,H
,Haran,הָרָן|haran,M,"Haran (mountain them)","[הָרָן]׃|[haran]|[Haran] (mountain them)",הָרָֽן׃,M
"Gen 11:27 א: Now these [are] the generations of Terah:",,,,,,,,
,these,אֵלֶה|eleh,c,"these here","וְ[אֵלֶה]|ve[eleh]|and [these] [here]",וְאֵ֨לֶּה֙,Hcp
,generation,תוֹלְדָה|toldah,f,"generation (of birth)","[תוֹלְדֹ]ת|[toldo]t|[generations] (of births)",תּוֹלְדֹ֣ת,Hfp
,Terah,תֶרַח|terach,M,"Terah (you smell)","[תֶרַח]|[terach]|[Terah] (you smell)",תֶּ֔רַח,M
"Gen 11:27 ב: Terah begat Abram,",,,,,,,,
,Terah,תֶרַח|terach,M,"Terah (you smell)","[תֶרַח]|[terach]|[Terah] (you smell)",תֶּ֚רַח,M
,beget,יָלֹד|yalod,V,bear,"הוֹ[לִיד]|ho[lid]|he do [bear]",הוֹלִ֣יד,HVpCA3ms
,,אֵת|et,,even,[אֵת]־|[et]|[even],אֶת־,H
,Abram,אַבְרָם|avram,M,"Abram (father lifted up)","[אַבְרָם]|[avram]|[Abram] (father lifted up)",אַבְרָ֔ם,M
"Gen 11:27 ג: Nahor,",,,,,,,,
,,אֵת|et,,even,[אֵת]־|[et]|[even],אֶת־,H
,Nahor,נָחוֹר|nachor,M,"Nahor (snort)","[נָחוֹר]|[nachor]|[Nahor] (snort)",נָח֖וֹר,M
"Gen 11:27 ד: and Haran;",,,,,,,,
,and,אֵת|et,,even,"וְ[אֵת]־|ve[et]|and [even]",וְאֶת־,H
,Haran,הָרָן|haran,M,"Haran (mountain them)","[הָרָן]|[haran]|[Haran] (mountain them)",הָרָ֑ן,M
"Gen 11:27 ה: and Haran begat Lot.",,,,,,,,
,Haran,הָרָן|haran,M,"Haran (mountain them)","וְ[הָרָן]|ve[haran]|and [Haran] (mountain them)",וְהָרָ֖ן,M
,beget,יָלֹד|yalod,V,bear,"הוֹ[לִיד]|ho[lid]|he do [bear]",הוֹלִ֥יד,HVpCA3ms
,,אֵת|et,,even,[אֵת]־|[et]|[even],אֶת־,H
,Lot,לוֹט|lot,M,"Lot (being wrapped up)","[לוֹט]׃|[lot]|[Lot] (being wrapped up)",לֽוֹט׃,M
"Gen 11:28 א: And Haran died",,,,,,,,
,die,מוֹת|mot,V,die,"וַיָ[מֻת]|vaiya[mut]|and he [die]",וַיָּ֣מָת,HViSA3ms
,Haran,הָרָן|haran,M,"Haran (mountain them)","[הָרָן]|[haran]|[Haran] (mountain them)",הָרָ֔ן,M
"Gen 11:28 ב: before his father Terah",,,,,,,,
,,עַל|al,,upon,[עַל]־|[al]|[upon],עַל־,H
,before,פָּן|pan,b,face,[פָּנֵ]י|[pan]ei|[faces],פְּנֵ֖י,Hbp
,Terah,תֶרַח|terach,M,"Terah (you smell)","[תֶרַח]|[terach]|[Terah] (you smell)",תֶּ֣רַח,M
,father,אָב|av,m,father,"[אָבִ]יו|[av]iv|[father] him",אָבִ֑יו,Hms
"Gen 11:28 ג: in the land of his nativity,",,,,,,,,
,land,אָרֶץ|aretz,b,land,"בְּ[אָרֶץ]|be[aretz]|in [land]",בְּאֶ֥רֶץ,Hbs
,nativity,מוֹלְדָה|moldah,f,"kindred (be bearing)","[מוֹלְדַ]תוֹ|[molda]to|[kindred] (be bearing) him",מוֹלַדְתּ֖וֹ,Hfs
"Gen 11:28 ד: in Ur of the Chaldees.",,,,,,,,
,Ur,אוּר|ur,M,"Ur (light)","בְּ[אוּר]|be[ur]|in [Ur] (light)",בְּא֥וּר,M
,Chaldees,כַּשְׂדִי|kasdi,M,"Chaldean (as field)","[כַּשְׂדִים]׃|[kasdim]|[Chaldean] (as field)",כַּשְׂדִּֽים׃,M
"Gen 11:29 א: And Abram and Nahor took them wives:",,,,,,,,
,take,לָקֹח|lakoach,V,take,"וַיִ[קַח]|vaiyi[kach]|and he [take]",וַיִּקַּ֨ח,HViSA3ms
,Abram,אַבְרָם|avram,M,"Abram (father lifted up)","[אַבְרָם]|[avram]|[Abram] (father lifted up)",אַבְרָ֧ם,M
,Nahor,נָחוֹר|nachor,M,"Nahor (snort)","וְ[נָחוֹר]|ve[nachor]|and [Nahor] (snort)",וְנָח֛וֹר,M
,,|,,,"לְהֶם|lehem|for them (m)",לָהֶ֖ם,
,wife,נָשַׁה|nashah,f,woman,[נָשִׁ]ים|[nashi]m|[women],נָשִׁ֑ים,Hfp
"Gen 11:29 ב: the name of Abram’s wife [was] Sarai;",,,,,,,,
,name,שֵׁם|shem,m,name,[שֵׁם]|[shem]|[name],שֵׁ֤ם,Hms
,wife,אִשָׁה|ishah,f,woman,[אִשַׁ]ת־|[isha]t|[woman],אֵֽשֶׁת־,Hfs
,Abram,אַבְרָם|avram,M,"Abram (father lifted up)","[אַבְרָם]|[avram]|[Abram] (father lifted up)",אַבְרָם֙,M
,Sarai,שָׂרַי|sarai,M,"Sarai (head person me)","[שָׂרַי]|[sarai]|[Sarai] (head person me)",שָׂרָ֔י,M
"Gen 11:29 ג: and the name of Nahor’s wife, Milcah,",,,,,,,,
,name,שֵׁם|shem,m,name,"וְ[שֵׁם]|ve[shem]|and [name]",וְשֵׁ֤ם,Hms
,wife,אִשָׁה|ishah,f,woman,[אִשַׁ]ת־|[isha]t|[woman],אֵֽשֶׁת־,Hfs
,Nahor,נָחוֹר|nachor,M,"Nahor (snort)","[נָחוֹר]|[nachor]|[Nahor] (snort)",נָחוֹר֙,M
,Milcah,מִלְכָה|milchah,M,"Milcah (she reign)","[מִלְכָה]|[milchah]|[Milcah] (she reign)",מִלְכָּ֔ה,M
"Gen 11:29 ד: the daughter of Haran,",,,,,,,,
,daughter,בֵּנָה|benah,f,daughter,[בַּ]ת־|[ba]t|[daughter],בַּת־,Hfs
,Haran,הָרָן|haran,M,"Haran (mountain them)","[הָרָן]|[haran]|[Haran] (mountain them)",הָרָ֥ן,M
"Gen 11:29 ה: the father of Milcah, and the father of Iscah.",,,,,,,,
,father,אָב|av,m,father,[אָבִ]י־|[av]i|[father],אֲבִֽי־,Hms
,Milcah,מִלְכָה|milchah,M,"Milcah (she reign)","[מִלְכָה]|[milchah]|[Milcah] (she reign)",מִלְכָּ֖ה,M
,father,אָב|av,m,father,"וְ[אָבִ]י|ve[av]i|and [father]",וַֽאֲבִ֥י,Hms
,Iscah,יִסְכָּה|yiskah,M,"Iscah (he look forth)","[יִסְכָּה]׃|[yiskah]|[Iscah] (he look forth)",יִסְכָּֽה׃,M
"Gen 11:30 א: But Sarai was barren;",,,,,,,,
,was,הָיֹה|haiyoh,V,exist,"וְתִ[הְי]|veti[hy]|and she [exist]",וַתְּהִ֥י,HViSA3fs
,Sarai,שָׂרַי|sarai,M,"Sarai (head person me)","[שָׂרַי]|[sarai]|[Sarai] (head person me)",שָׂרַ֖י,M
,barren,עֲקָרָה|akarah,f,"sterile (hamstrung)","[עֲקָרָה]|[akarah]|[sterile] (hamstrung)",עֲקָרָ֑ה,Hfs
"Gen 11:30 ב: she [had] no child.",,,,,,,,
,no,אֵין|ein,,"not there","[אֵין]|[ein]|[not] [there]",אֵ֥ין,H
,,|,,,"לָה|lah|to her",לָ֖הּ,
,child,וָלָד|valad,m,child,[וָלָד]׃|[valad]|[child],וָלָֽד׃,Hms
"Gen 11:31 א: And Terah took Abram his son,",,,,,,,,
,take,לָקֹח|lakoach,V,take,"וַיִ[קַח]|vaiyi[kach]|and he [take]",וַיִּקַּ֨ח,HViSA3ms
,Terah,תֶרַח|terach,M,"Terah (you smell)","[תֶרַח]|[terach]|[Terah] (you smell)",תֶּ֜רַח,M
,,אֵת|et,,even,[אֵת]־|[et]|[even],אֶת־,H
,Abram,אַבְרָם|avram,M,"Abram (father lifted up)","[אַבְרָם]|[avram]|[Abram] (father lifted up)",אַבְרָ֣ם,M
,son,בֵּן|ben,m,son,"[בֵּנ]וֹ|[ben]o|[son] him",בְּנ֗וֹ,Hms
"Gen 11:31 ב: and Lot the son of Haran",,,,,,,,
,and,אֵת|et,,even,"וְ[אֵת]־|ve[et]|and [even]",וְאֶת־,H
,Lot,לוֹט|lot,M,"Lot (being wrapped up)","[לוֹט]|[lot]|[Lot] (being wrapped up)",ל֤וֹט,M
,son,בֵּן|ben,m,son,[בֵּן]־|[ben]|[son],בֶּן־,Hms
,Haran,הָרָן|haran,M,"Haran (mountain them)","[הָרָן]|[haran]|[Haran] (mountain them)",הָרָן֙,M
"Gen 11:31 ג: his son’s son,",,,,,,,,
,son,בֵּן|ben,m,son,[בֵּן]־|[ben]|[son],בֶּן־,Hms
,son,בֵּן|ben,m,son,"[בֵּנ]וֹ|[ben]o|[son] him",בְּנ֔וֹ,Hms
"Gen 11:31 ד: and Sarai his daughter in law,",,,,,,,,
,and,אֵת|et,,even,"וְ[אֵת]|ve[et]|and [even]",וְאֵת֙,H
,Sarai,שָׂרַי|sarai,M,"Sarai (head person me)","[שָׂרַי]|[sarai]|[Sarai] (head person me)",שָׂרַ֣י,M
,"daughter in law",כַּלָה|kalah,f,daughter-in-law,"[כַּלַ]תוֹ|[kala]to|[daughter-in-law] him",כַּלָּת֔וֹ,Hfs
"Gen 11:31 ה: his son Abram’s wife;",,,,,,,,
,wife,אִשָׁה|ishah,f,woman,[אִשַׁ]ת|[isha]t|[woman],אֵ֖שֶׁת,Hfs
,Abram,אַבְרָם|avram,M,"Abram (father lifted up)","[אַבְרָם]|[avram]|[Abram] (father lifted up)",אַבְרָ֣ם,M
,son,בֵּן|ben,m,son,"[בֵּנ]וֹ|[ben]o|[son] him",בְּנ֑וֹ,Hms
"Gen 11:31 ו: and they went forth with them from Ur of the Chaldees,",,,,,,,,
,"go forth",יָצֹא|yatzo,V,"go out","וַיִ[צְא]וּ|vaiyi[tz]u|and they [go] [out]",וַיֵּצְא֨וּ,HViSA3mp
,with,אֵת|et,,"along with","[אֵתָ]ם|[et]am|[along] [with] them (m)",אִתָּ֜ם,H
,Ur,אוּר|ur,M,"Ur (light)","מִ[אוּר]|mi[ur]|from [Ur] (light)",מֵא֣וּר,M
,Chaldees,כַּשְׂדִי|kasdi,M,"Chaldean (as field)","[כַּשְׂדִים]|[kasdim]|[Chaldean] (as field)",כַּשְׂדִּ֗ים,M
"Gen 11:31 ז: to go into the land of Canaan;",,,,,,,,
,go,יָלֹך|yaloch,V,"be going","לְ[לֹכֶ]ת|le[loche]t|to [be] [going]",לָלֶ֨כֶת֙,HVcSA
,land,אָרֶץ|aretz,b,land,"[אָרֶצָ]ה|[aretz]ah|[land] unto",אַ֣רְצָה,Hbs
,Canaan,כְּנַעַן|kenaan,M,"Canaan (be subdued you them)","[כְּנַעַן]|[kenaan]|[Canaan] (be subdued you them)",כְּנַ֔עַן,M
"Gen 11:31 ח: and they came unto Haran,",,,,,,,,
,come,בוֹא|vo,V,come,"וַיָ[בֻא]וּ|vaiya[vu]u|and they [come]",וַיָּבֹ֥אוּ,HViSA3mp
,unto,עַד|ad,,"even to","[עַד]־|[ad]|[even] [to]",עַד־,H
,Haran,חָרָן|charan,M,"Charan (inflaming them)","[חָרָן]|[charan]|[Charan] (inflaming them)",חָרָ֖ן,M
"Gen 11:31 ט: and dwelt there.",,,,,,,,
,dwell,יָשֹׁב|yashov,V,"settle (sit down)","וַיִ[שְׁב]וּ|vaiyi[shv]u|and they [settle] (sit down)",וַיֵּ֥שְׁבוּ,HViSA3mp
,there,שָׁם|sham,,there,[שָׁם]׃|[sham]|[there],שָֽׁם׃,H
"Gen 11:32 א: And the days of Terah were",,,,,,,,
,were,הָיֹה|haiyoh,V,exist,"וַיִ[הִי]וּ|vaiyi[hiy]u|and they [exist]",וַיִּהְי֣וּ,HViSA3mp
,day,יוֹם|yom,m,day,[יֹמֵ]י־|[yom]ei|[days],יְמֵי־,Hmp
,Terah,תֶרַח|terach,M,"Terah (you smell)","[תֶרַח]|[terach]|[Terah] (you smell)",תֶ֔רַח,M
"Gen 11:32 ב: two hundred and five years:",,,,,,,,
,five,חֲמֵשׁ|chamesh,f,"five (5)","[חֲמֵשׁ]|[chamesh]|[five] (5)",חָמֵ֥שׁ,Hfs
,year,שְׁנָה|shenah,f,year,[שְׁנִ]ים|[sheni]m|[years],שָׁנִ֖ים,Hfp
,"two hundred",מָאתַיִם|mataiyim,b,"two hundred (200)","וּ[מָאתַיִם]|u[mataiyim]|and [two] [hundred] (200)",וּמָאתַ֣יִם,Hbd
,,שְׁנָה|shenah,f,year,[שְׁנָה]|[shenah]|[year],שָׁנָ֑ה,Hfs
"Gen 11:32 ג: and Terah died in Haran.",,,,,,,,
,die,מוֹת|mot,V,die,"וַיָ[מֻת]|vaiya[mut]|and he [die]",וַיָּ֥מָת,HViSA3ms
,Terah,תֶרַח|terach,M,"Terah (you smell)","[תֶרַח]|[terach]|[Terah] (you smell)",תֶּ֖רַח,M
,Haran,חָרָן|charan,M,"Charan (inflaming them)","בְּ[חָרָן]׃ס|be[charan]|in [Charan] (inflaming them)",בְּחָרָֽן׃ס,M
"Gen 12:1 א: Now the LORD had said unto Abram,",,,,,,,,
,say,אָמֹר|amor,V,say,"וַיֹ[אמֵר]|vaiyo[mer]|and he [say]",וַיֹּ֤אמֶר,HViSA3ms
,LORD,יְהֹוָה|yehovah,M,"Yehovah (self existing)","[יְהֹוָה]|[yehovah]|[Yehovah] (self existing)",יְהוָה֙,M
,unto,אֵלֶי|elei,,unto,[אֵל]־|[el]|[unto],אֶל־,H
,Abram,אַבְרָם|avram,M,"Abram (father lifted up)","[אַבְרָם]|[avram]|[Abram] (father lifted up)",אַבְרָ֔ם,M
"Gen 12:1 ב: Get thee out of thy country,",,,,,,,,
,"get out",יָלֹך|yaloch,V,"be going","[לְך]־|[lech]|[be] [going] you",לֶךְ־,HVvSA2ms
,,|,,,"לְךָ|lecha|to you (m)",לְךָ֛,
,country,אָרֶץ|aretz,b,land,"מִ[אָרֶצ]ךָ|mi[aretz]cha|from [land] you (m)",מֵאַרְצְךָ֥,Hbs
"Gen 12:1 ג: and from thy kindred, and from thy father’s house,",,,,,,,,
,kindred,מוֹלְדָה|moldah,f,"kindred (be bearing)","וּמִ[מוֹלְדַ]תךָ|umi[molda]tcha|and from [kindred] (be bearing) you (m)",וּמִמּֽוֹלַדְתְּךָ֖,Hfs
,house,בֵּית|beit,m,house,"וּמִ[בֵּית]|umi[beit]|and from [house]",וּמִבֵּ֣ית,Hms
,father,אָב|av,m,father,"[אָבִ]יךָ|[av]icha|[father] you (m)",אָבִ֑יךָ,Hms
"Gen 12:1 ד: unto a land that I will shew thee:",,,,,,,,
,unto,אֵלֶי|elei,,unto,[אֵל]־|[el]|[unto],אֶל־,H
,land,אָרֶץ|aretz,b,land,"הַ[אָרֶץ]|ha[aretz]|the [land]",הָאָ֖רֶץ,Hbs
,that,אֲשֶׁר|asher,,"then that","[אֲשֶׁר]|[asher]|[then] [that]",אֲשֶׁ֥ר,H
,shew,רָאֹה|raoh,V,show,"אַ[רְא]ךָ׃|a[r]cha|I do [show] you (m)",אַרְאֶֽךָּ׃,HViCA1cs
"Gen 12:2 א: And I will make of thee a great nation, and I will bless thee,",,,,,,,,
,make,עָשֹׂה|asoh,V,make,"וְאֶ[עֱשׂ]ךָ|vee[es]cha|and I [make] you (m)",וְאֶֽעֶשְׂךָ֙,HViSA1cs
,nation,גוֹי|goy,m,"nation (being risen)","לְ[גוֹי]|le[goy]|to [nation] (being risen)",לְג֣וֹי,Hms
,great,גְדוֹל|gedol,m,great,[גְדוֹל]|[gedol]|[great],גָּד֔וֹל,Hms
,bless,בָּרֹך|baroch,V,bless,"וְאֲ[בַּרֵכ]ךָ|vea[barech]cha|and I [bless] ! you (m)",וַאֲבָ֣רֶכְךָ֔,HViIA1cs
"Gen 12:2 ב: and make thy name great; and thou shalt be a blessing:",,,,,,,,
,"make great",גָדֹל|gadol,V,greaten,"וְאֲ[גַדֵלָ]ה|vea[gadela]h|and let me [greaten] !",וַאֲגַדְּלָ֖ה,HVhIA1cs
,name,שֵׁם|shem,m,name,"[שֵׁמ]ךָ|[shem]cha|[name] you (m)",שְׁמֶ֑ךָ,Hms
,be,הָיֹה|haiyoh,V,exist,"וְ[הְיֵה]|ve[heyeh]|that [exist] you",וֶהְיֵ֖ה,HVvSA2ms
,blessing,בְּרָכָה|berachah,f,blessing,[בְּרָכָה]׃|[berachah]|[blessing],בְּרָכָֽה׃,Hfs
"Gen 12:3 א: And I will bless them that bless thee, and curse him that curseth thee:",,,,,,,,
,bless,בָּרֹך|baroch,V,bless,"וְאֲ[בַּרֵכָ]ה|vea[barecha]h|and let me [bless] !",וַאֲבָֽרֲכָה֙,HVhIA1cs
,bless,בָּרֹך|baroch,V,bless,"מְ[בַּרֵכֵ]יךָ|me[bareche]icha|[blessing] ! you (m)",מְבָ֣רְכֶ֔יךָ,HVrIAmpc
,curse,קָלֹל|kalol,V,curse,"וּמְ[קַלֵל]ךָ|ume[kalel]cha|and [cursing] ! you (m)",וּמְקַלֶּלְךָ֖,HVrIAmsc
,curse,אָרֹר|aror,V,"make cursed","אֶ[אָר]|e[ar]|I [make] [cursed]",אָאֹ֑ר,HViSA1cs
"Gen 12:3 ב: and in thee shall all families of the earth be blessed.",,,,,,,,
,bless,בָּרֹך|baroch,V,bless,"וְנִ[בְּרַכ]וּ|veni[berach]u|and they be [blessed]",וְנִבְרְכ֣וּ,HVpSP3cp
,,|,,,"בְּךָ|becha|in you (m)",בְךָ֔,
,all,כָּל|kal,m,all,[כָּל]|[kal]|[all],כֹּ֖ל,Hms
,family,מִשְׁפָּחָה|mishpachah,f,family,[מִשְׁפָּחֹ]ת|[mishpacho]t|[families],מִשְׁפְּחֹ֥ת,Hfp
,earth,אֲדָמָה|adamah,f,ground,"הַ[אֲדָמָה]׃|ha[adamah]|the [ground]",הָאֲדָמָֽה׃,Hfs
"Gen 12:4 א: So Abram departed, as the LORD had spoken unto him;",,,,,,,,
,depart,יָלֹך|yaloch,V,"be going","וַיִ[לַך]|vaiyi[lach]|and he [be] [going]",וַיֵּ֣לֶךְ,HViSA3ms
,Abram,אַבְרָם|avram,M,"Abram (father lifted up)","[אַבְרָם]|[avram]|[Abram] (father lifted up)",אַבְרָ֗ם,M
,as,אֲשֶׁר|asher,,"then that","כְּ[אֲשֶׁר]|ke[asher]|as [then] [that]",כַּאֲשֶׁ֨ר,H
,speak,דָבֹר|davor,V,speak,"[דִבֵר]|[diver]|he [speak] !",דִּבֶּ֤ר,HVpIA3ms
,unto,אֵלֶי|elei,,unto,"[אֵלָי]ו|[ela]v|[unto] him",אֵלָיו֙,H
,LORD,יְהֹוָה|yehovah,M,"Yehovah (self existing)","[יְהֹוָה]|[yehovah]|[Yehovah] (self existing)",יְהוָ֔ה,M
"Gen 12:4 ב: and Lot went with him:",,,,,,,,
,go,יָלֹך|yaloch,V,"be going","וַיִ[לַך]|vaiyi[lach]|and he [be] [going]",וַיֵּ֥לֶךְ,HViSA3ms
,with,אֵת|et,,"along with","[אֵת]וֹ|[et]o|[along] [with] him",אִתּ֖וֹ,H
,Lot,לוֹט|lot,M,"Lot (being wrapped up)","[לוֹט]|[lot]|[Lot] (being wrapped up)",ל֑וֹט,M
"Gen 12:4 ג: and Abram [was] seventy and five years old",,,,,,,,
,Abram,אַבְרָם|avram,M,"Abram (father lifted up)","וְ[אַבְרָם]|ve[avram]|and [Abram] (father lifted up)",וְאַבְרָ֗ם,M
,old,בֵּן|ben,m,old,[בֵּן]־|[ben]|[old],בֶּן־,Hms
,five,חֲמֵשׁ|chamesh,f,"five (5)","[חֲמֵשׁ]|[chamesh]|[five] (5)",חָמֵ֤שׁ,Hfs
,year,שְׁנָה|shenah,f,year,[שְׁנִ]ים|[sheni]m|[years],שָׁנִים֙,Hfp
,seventy,שִׁבְעִים|shivim,b,"seventy (70)","וְ[שִׁבְעִים]|ve[shivim]|and [seventy] (70)",וְשִׁבְעִ֣ים,Hbp
,,שְׁנָה|shenah,f,year,[שְׁנָה]|[shenah]|[year],שָׁנָ֔ה,Hfs
"Gen 12:4 ד: when he departed out of Haran.",,,,,,,,
,depart,יָצֹא|yatzo,V,"go out","בְּ[צֹא]תוֹ|be[tzo]to|in [go] [out] him",בְּצֵאת֖וֹ,HVcSA
,Haran,חָרָן|charan,M,"Charan (inflaming them)","מִ[חָרָן]׃|mi[charan]|from [Charan] (inflaming them)",מֵחָרָֽן׃,M
